gene,rna_col,queries,gs_names
IKBKG,rna_IKBKG,ecm_remodelling; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_REGULATION_OF_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
IL10RA,rna_IL10RA,hallmark_inflammation; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IL12B,rna_IL12B,hallmark_inflammation; inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; HALLMARK_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IL13,rna_IL13,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_NEUROINFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
IL13RA2,rna_IL13RA2,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
IL15,rna_IL15,hallmark_inflammation; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE
IL17C,rna_IL17C,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
IL17RB,rna_IL17RB,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
IL17RE,rna_IL17RE,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
IL18,rna_IL18,hallmark_inflammation; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEUROINFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE
IL18R1,rna_IL18R1,hallmark_inflammation; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE
IL18RAP,rna_IL18RAP,hallmark_inflammation; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE
IL1F10,rna_IL1F10,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
IL1R1,rna_IL1R1,hallmark_inflammation; inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_NEUROINFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IL1RL1,rna_IL1RL1,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
IL2,rna_IL2,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
IL20,rna_IL20,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
IL20RA,rna_IL20RA,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
IL21,rna_IL21,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IL22RA2,rna_IL22RA2,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
IL23A,rna_IL23A,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
IL23R,rna_IL23R,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IL25,rna_IL25,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
IL26,rna_IL26,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
IL27,rna_IL27,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
IL2RA,rna_IL2RA,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IL33,rna_IL33,ecm_remodelling; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING; GOBP_NEUROINFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING; GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS
IL34,rna_IL34,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
IL4,rna_IL4,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE; GOBP_NEUROINFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE
IL4R,rna_IL4R,hallmark_inflammation; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE
IL5,rna_IL5,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
IL5RA,rna_IL5RA,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
IL9,rna_IL9,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
IRAK1,rna_IRAK1,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IRAK2,rna_IRAK2,hallmark_inflammation; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE
IRF5,rna_IRF5,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IRGM,rna_IRGM,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
ISL1,rna_ISL1,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
ITCH,rna_ITCH,ecm_remodelling; inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
ITGAL,rna_ITGAL,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
ITGB1,rna_ITGB1,ecm_remodelling; inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_COLLAGEN_CATABOLIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEUROINFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS; GOMF_COLLAGEN_BINDING; GOMF_COLLAGEN_BINDING_INVOLVED_IN_CELL_MATRIX_ADHESION; GOMF_EXTRACELLULAR_MATRIX_BINDING
ITGB6,rna_ITGB6,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
JAM3,rna_JAM3,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE
JUN,rna_JUN,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEUROINFLAMMATORY_RESPONSE
KCNJ8,rna_KCNJ8,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_NEUROINFLAMMATORY_RESPONSE
KCNK13,rna_KCNK13,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
KCNK6,rna_KCNK6,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
KDM4D,rna_KDM4D,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE
KDM6B,rna_KDM6B,inflammatory_response,GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; HP_INCREASED_INFLAMMATORY_RESPONSE
KIT,rna_KIT,inflammatory_response; kinase_activity; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY; HP_INCREASED_INFLAMMATORY_RESPONSE
